5940,50,50,440,platform
5990,50,50,440,platform
6040,50,50,440,platform
6090,50,50,440,platform
6140,50,50,440,platform
6190,70,70,400,regular

6265,60,60,490,platform
6325,60,60,490,platform
6385,60,60,490,platform
6445,60,60,490,platform
6505,60,60,490,platform
6565,60,60,470,regular

6625,60,60,450,platform
6685,60,60,450,platform
6745,60,60,450,platform
6805,60,60,450,platform
6865,60,60,450,platform
6945,60,60,430,regular

7005,50,50,400,platform
7055,50,50,400,platform
7105,50,50,400,platform
7155,50,50,400,platform
7205,70,70,390,regular

7275,60,60,400,platform
7335,60,60,400,platform
7395,60,60,400,platform
7455,60,60,400,platform
7515,70,70,390,regular

7585,60,60,370,platform
7645,60,60,370,platform
7705,60,60,370,platform
7765,60,60,370,platform
7845,60,60,350,regular

7905,50,50,330,platform
7955,50,50,330,platform
8005,50,50,330,platform
8055,50,50,330,platform
8105,50,50,330,platform
8155,70,70,300,regular

8303,60,60,400,platform
8363,60,60,400,platform
8423,60,60,400,platform
8483,60,60,400,platform
8543,70,70,380,regular

8613,60,60,400,platform
8673,60,60,400,platform
8733,60,60,400,platform
8793,60,60,400,platform
8853,70,70,380,regular

8923,60,60,360,platform
8983,60,60,360,platform
9043,60,60,400,platform
9103,60,60,400,platform
9163,60,60,420,platform
9223,60,60,420,platform
9283,60,60,420,platform
9353,70,70,400,regular

9465,50,50,450,platform
9515,50,50,450,platform
9565,50,50,450,platform
9615,50,50,450,platform
9665,50,50,450,platform
9715,50,50,450,platform
9765,60,60,420,regular
9825,50,50,420,platform
9875,50,50,420,platform
9925,50,50,450,platform
9975,50,50,450,platform
10025,50,50,450,platform
10075,70,70,430,regular

10300,60,60,490,platform
10360,60,60,490,platform
10420,60,60,490,platform
10480,60,60,490,platform
10480,60,60,430,regular
10540,70,70,410,platform
10610,70,70,410,platform
10680,70,70,410,platform
10750,70,70,380,regular
10900,60,60,480,platform
10960,60,60,490,platform
11020,60,60,490,platform
11080,60,60,490,platform
11140,70,70,450,regular
11210,70,70,430,platform
11280,70,70,430,platform
11350,70,70,430,platform
11420,70,70,430,platform
11490,70,70,430,platform
11490,70,70,360,regular
11560,60,60,380,platform
11620,60,60,380,platform
11680,60,60,380,platform
11740,60,60,380,platform
11800,60,60,380,platform
11800,70,70,310,regular
11890,50,50,400,platform
11940,50,50,400,platform
11990,50,50,400,platform
12040,50,50,400,platform
12090,50,50,400,platform
12140,50,50,350,regular
12190,60,60,400,platform
12250,60,60,400,platform
12310,60,60,400,platform
12370,60,60,400,platform
12430,70,70,380,regular
12500,70,70,400,platform
12570,70,70,400,platform
12630,70,70,400,platform
12700,70,70,400,platform
12770,70,70,380,regular
12840,50,50,400,platform
12890,50,50,400,platform
12940,50,50,400,platform
12990,50,50,400,platform
13040,80,80,350,regular
13120,50,50,400,platform
13170,50,50,400,platform
13220,50,50,430,platform
13270,50,50,430,platform
13320,50,50,430,platform

13450,70,70,480,regular

14500,50,50,500,regular
14550,50,50,500,platform
14600,50,50,500,platform
14650,50,50,500,platform
14700,50,50,500,platform
14750,50,50,500,platform
14800,70,70,480,regular
14870,70,70,470,platform
14940,70,70,470,platform
15010,70,70,470,platform
15080,60,60,450,regular
15140,70,70,430,platform
15210,70,70,430,platform
15280,70,70,450,platform
15350,70,70,450,platform
15420,60,60,430,regular
15480,70,70,400,platform
15550,70,70,400,platform
15620,70,70,400,platform
15690,70,70,400,platform
15690,70,70,230,regular
15760,60,60,420,platform
15820,60,60,420,platform
15880,60,60,420,platform
15940,60,60,420,platform
15940,60,60,230,regular
16000,70,70,420,platform
16070,70,70,420,platform
16140,70,70,420,platform
16210,70,70,400,regular
16280,60,60,450,platform
16340,60,60,450,platform
16340,60,60,300,regular
16400,60,60,480,platform
16460,60,60,480,platform
16460,60,60,320,regular
16520,50,50,500,platform
16570,50,50,500,platform
16620,50,50,340,regular
